fbsci,Country,Site,stockid,spp,CommonName,Source,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise,lat,lon
Scomber australasicus,Japan,Tokyo,BMACKPJPN,Scomber australasicus,Blue mackerel,Scoles Collette Graves 1998,,cytochrome b,21,418,0.81,NA,0.003,NA,35.205047,139.360401
Scomber australasicus,Mexico,Revillagigedo Islands,NA,Scomber australasicus,Blue mackerel,Scoles Collette Graves 1998,,cytochrome b,20,418,0.59,NA,0.0013,NA,18.896,-111.8816667
Scomber australasicus,New Zealand,Wellington,NA,Scomber australasicus,Blue mackerel,Scoles Collette Graves 1998,,cytochrome b,19,418,0.75,NA,0.0077,NA,-41.277,174.1186111
Scomber australasicus,Taiwan,ECS,BMACKECS,Scomber australasicus,Blue mackerel,Tzeng 2007 Zoological Studies 46(6):656-663,2003,control region,33,866,0.991,0.001914854,0.0073,8.70E-05,26,123
Scomber australasicus,Taiwan,ILAN,BMACKECS,Scomber australasicus,Blue mackerel,Tzeng 2007 Zoological Studies 46(6):656-663,2003,control region,31,866,0.994,0.001975658,0.0075,8.98E-05,24.8,122
Scomber australasicus,Taiwan,LY,BMACKECS,Scomber australasicus,Blue mackerel,Tzeng 2007 Zoological Studies 46(6):656-663,2003,control region,31,866,0.996,0.016164477,0.0061,0.000107763,22.4,119.9
Scomber australasicus,Taiwan,SCS,NA,Scomber australasicus,Blue mackerel,Tzeng 2007 Zoological Studies 46(6):656-663,2003,control region,31,866,0.998,0.016164477,0.0069,0.000107763,21,118
Scomber australasicus,Taiwan,TT,BMACKECS,Scomber australasicus,Blue mackerel,Tzeng 2007 Zoological Studies 46(6):656-663,2003,control region,31,866,0.994,0.001975658,0.0068,0.000107763,22.8,121.5
Scomber japonicus,Argentina,Mar del Plata,NA,Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,,cytochrome b,18,418,0.9,NA,0.005,NA,-37.996,-56.91527778
Scomber japonicus,Cote d'Ivoire,"Abidjan, Ivory Coast",NA,Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,,cytochrome b,20,418,0.91,NA,0.0039,NA,5.315,-3.999166667
Scomber japonicus,Israel,Meditteranean coast of Israel,NA,Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,,cytochrome b,20,418,0.9,NA,0.0038,NA,32.027,35
Scomber japonicus,Japan,Tokyo,CMACKPJPN,Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,,cytochrome b,20,418,0.88,NA,0.0035,NA,35.10383,139.37688
Scomber japonicus,Portugal,POR,NA,Scomber japonicus,Chub mackerel,Tzeng et. al 2007 Journal of the Fisheries Society of Taiwan 34(3):237-245,,control region,10,865,1,0.014230249,0.0111,9.49E-05,42.5,-8.9
Scomber japonicus,South African,Cape Town,NA,Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,,cytochrome b,20,418,0.81,NA,0.0038,NA,-33.8,18.06722222
Scomber japonicus,Taiwan,Kaoshing,NA,Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,,cytochrome b,20,418,0.86,NA,0.0029,NA,22.5,120.035
Scomber japonicus,Taiwan,LY,NA,Scomber japonicus,Chub mackerel,Tzeng et. al 2007 Journal of the Fisheries Society of Taiwan 34(3):237-245,,control region,30,865,0.975,0.003103761,0.0104,0.000127802,22.2,120.2
Scomber japonicus,Taiwan,PJ,NA,Scomber japonicus,Chub mackerel,Tzeng et. al 2007 Journal of the Fisheries Society of Taiwan 34(3):237-245,,control region,30,865,0.956,0.004929503,0.0106,9.13E-05,25.5,122.5
Scomber japonicus,Taiwan,TTR,NA,Scomber japonicus,Chub mackerel,Tzeng et. al 2007 Journal of the Fisheries Society of Taiwan 34(3):237-245,,control region,30,865,0.97,0.003286335,0.0103,9.13E-05,23,121.5
Scomber japonicus,USA,"Panama City, Florida",NA,Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,,cytochrome b,20,418,0.93,NA,0.004,NA,30.156,-84.89833333
Scomber japonicus,USA,San Diego,CMACKPCOAST,Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,,cytochrome b,20,418,0.64,NA,0.0014,NA,32.642471,-117.293404
Scomber scombrus,Canada,Gulf of St. Lawrence,NA,Scomber scombrus,Atlantic mackerel,de Souza et al. 2006,2001,control region,16,316,0.992,NA,0.026,NA,48.2,-63.25
Scomber scombrus,Canada,Gulf of St. Lawrence,NA,Scomber scombrus,Atlantic mackerel,de Souza et al. 2006,1998,control region,21,316,0.986,NA,0.027,NA,48.46666667,-63.73694444
Scomber scombrus,UK,Plymouth,MACKNEICES,Scomber scombrus,Atlantic mackerel,Scoles Collette Graves 1998,,cytochrome b,20,418,0.28,NA,7.00E-04,NA,50.214335,-4.0399
Scomber scombrus,USA,"Boston, Massachusetts",MACKGOMCHATT,Scomber scombrus,Atlantic mackerel,Scoles Collette Graves 1998,,cytochrome b,20,418,0.85,NA,0.0029,NA,42.32,-70.99861111
Scomber scombrus,USA,Gulf of Maine,MACKGOMCHATT,Scomber scombrus,Atlantic mackerel,de Souza et al. 2006,1998,control region,19,316,0.982,NA,0.028,NA,44.28861111,-67.58194444
Scomber scombrus,USA,North Carolina,MACKGOMCHATT,Scomber scombrus,Atlantic mackerel,de Souza et al. 2006,2001,control region,20,316,0.989,NA,0.029,NA,36.835,-74.62833333
Scomberomorus cavalla,Brazil,Braganca,NA,Scomberomorus cavalla,King mackerel,Santa Brigida et. al 2007 Brazilian Journal of Biology 67(4):919-924,,D-loop,23,380,0.545,0.021685499,0.003,0.000417029,-0.71,-46.53
Scomberomorus cavalla,Brazil,Fortaleza,NA,Scomberomorus cavalla,King mackerel,Santa Brigida et. al 2007 Brazilian Journal of Biology 67(4):919-924,,D-loop,24,380,0.735,0.017758801,0.005,0.000612372,-3.6,-38.4
Scomberomorus cavalla,Brazil,Macapa,NA,Scomberomorus cavalla,King mackerel,Santa Brigida et. al 2007 Brazilian Journal of Biology 67(4):919-924,,D-loop,17,380,0.794,0.189905394,0.005,0.000970143,0.02,-51
Scomberomorus niphonius,China,DY,NA,Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,2007,control region,19,504,1,0.003923009,0.0213,0.002592398,37.6,119.3
Scomberomorus niphonius,China,GY,NA,Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,2007,control region,17,504,0.9779,0.007591365,0.0252,0.003249977,34.9,119.7
Scomberomorus niphonius,China,NB,NA,Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,2007,control region,18,504,0.9935,0.004949747,0.0249,0.00311127,28.9,22.3
Scomberomorus niphonius,China,WH,NA,Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,2007,control region,18,504,0.9935,0.004949747,0.0295,0.003653385,37.1,122.9
Scomberomorus niphonius,China,WZ,NA,Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,2008,control region,14,504,1,0.007216054,0.0242,0.003501122,27.7,121
Scomberomorus niphonius,China,ZS,NA,Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,2007,control region,17,504,0.9779,0.006475701,0.023,0.002983188,30.1,122.4
Scomberomorus niphonius,Japan,NA,NA,Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,2008,control region,22,504,1,0.00292085,0.0232,0.002601049,32.4,128.8
Scomberomorus niphonius,South Korea,CH ,NA,Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,2008,control region,9,504,1,0.017466667,0.0176,0.003366667,33,126.4
Sebastes flavidus,Canada ,"N. Vancouver Is., BC",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,95,812,0.64,0.004309109,0.0011,9.23E-05,50.875,-129.25
Sebastes flavidus,Canada ,"S. Vancouver Is., BC",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,85,812,0.517,0.006182518,9.00E-04,7.59E-05,49.12402,-126.67894
Sebastes flavidus,United States,"Astoria, OR",YTROCKNPCOAST,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,108,812,0.533,0.004811252,9.00E-04,7.70E-05,46.075,-124.51761
Sebastes flavidus,United States,"Cannon Beach, OR",YTROCKNPCOAST,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,32,812,0.669,0.012727922,0.0012,0.000159099,45.90849,-124.46891
Sebastes flavidus,United States,"Cannon Beach, OR",YTROCKNPCOAST,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,42,812,0.664,0.006943651,0.0011,0.000123443,45.69968,-124.50905
Sebastes flavidus,United States,"Craig, AK",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,45,812,0.663,0.008944272,0.0013,0.000149071,54.76883,-133.78431
Sebastes flavidus,United States,"Eureka, CA",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,5,812,0.7,0.097492564,0.001,0.000447214,40.40833,-124.555
Sebastes flavidus,United States,"Florence, OR",YTROCKNPCOAST,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,74,812,0.628,0.004882401,0.0011,0.000104623,43.9759,-124.65957
Sebastes flavidus,United States,"Fort Bragg, CA",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,65,812,0.525,0.008682431,8.00E-04,8.68E-05,39.48122,-123.85387
Sebastes flavidus,United States,"Neah Bay, WA ",YTROCKNPCOAST,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,73,812,0.666,0.005383893,0.0012,0.000105337,48.50554,-125.79765
Sebastes flavidus,United States,"Port Orford, OR",YTROCKNPCOAST,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,98,812,0.52,0.005252793,9.00E-04,7.07E-05,42.72806,-124.67289
Sebastes flavidus,United States,"Salisbury Sound, AK",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,7,812,0.714,0.06841157,0.0013,0.000415761,57.35284,-135.90911
Sebastes flavidus,United States,"San Francisco, CA",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,67,812,0.429,0.008674031,7.00E-04,7.33E-05,37.87756,-123.04324
Sebastes flavidus,United States,"San Francisco, CA",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,96,812,0.388,0.006531973,6.00E-04,6.12E-05,38.075,-123.45167
Sebastes flavidus,United States,"San Luis Obispo, CA",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,53,812,0.413,0.010714124,5.00E-04,6.87E-05,35.15105,-120.82881
Sebastes flavidus,United States,"San Miguel Is., CA ",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,7,812,0.286,0.074081037,3.00E-04,0.000188982,34.09976,-120.54119
Sebastes flavidus,United States,"Santa Barbara, CA",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,10,812,0.378,0.057237226,5.00E-04,0.000158114,34.34948,-119.60536
Sebastes flavidus,United States,"Santa Cruz, CA",NA,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,1999,cyt b ,40,812,0.54,0.014546477,8.00E-04,0.00011068,36.81341,-122.12877
Seriolella brama,Australia,ETas,WAREHOUESE,Seriolella brama,Common warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,,control region,53,389,0.967,NA,0.021,NA,-43,148
Seriolella brama,Australia,EVic,WAREHOUESE,Seriolella brama,Common warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,,control region,38,389,0.929,NA,0.018,NA,-37,150
Seriolella brama,Australia,WVic,WAREHOUESE,Seriolella brama,Common warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,,control region,47,389,0.953,NA,0.017,NA,-39,142
Seriolella punctata,Australia,EVic,WAREHOUESE,Seriolella punctata,Silver warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,,control region,20,403,0.995,NA,0.024,NA,-37,150
Seriolella punctata,Australia,WVic,WAREHOUESE,Seriolella punctata,Silver warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,,control region,43,403,0.937,NA,0.024,NA,-39,142
Solea solea,Atlantic Ocean,Bay of Biscay,SOLEVIII,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2007,cytb ,5,590,0.9,0.161,0.0041,0.00117,45.098217,-1.465434
Solea solea,Atlantic Ocean,Bay of Biscay,SOLEVIII,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2007,cytb ,26,590,0.754,0.09,0.0041,0.00073,45.872931,-1.635438
Solea solea,Atlantic Ocean,English Channel,SOLEVIId,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2008,cytb ,48,590,0.778,0.06,0.0053,0.00064,50.06833333,1.035833333
Solea solea,Atlantic Ocean,Irish Sea,SOLEIS,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2008,cytb ,44,590,0.794,0.064,0.0048,0.00063,52.0175,-4.966666667
Solea solea,Atlantic Ocean,Kagerrak,SOLEIIIa,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2007,cytb ,32,590,0.95,0.019,0.0066,0.00056,58.0025,9.05
Solea solea,Atlantic Ocean,Kattegat,SOLEIIIa,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2007,cytb ,39,590,0.825,0.051,0.0061,0.00059,55.01666667,11.00055556
Solea solea,Atlantic Ocean,North Sea,SOLENS,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2007,cytb ,17,590,0.875,0.09,0.0036,0.00085,51.03527778,1.033333333
Solea solea,Atlantic Ocean,North Sea,SOLENS,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2007,cytb ,31,590,0.815,0.066,0.0044,0.00081,54.05027778,7.084166667
Solea solea,Atlantic Ocean,North Sea,SOLENS,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2008,cytb ,52,590,0.853,0.044,0.0055,0.00051,51.03361111,2.084722222
Solea solea,Atlantic Ocean,North Sea,SOLENS,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2007,cytb ,45,590,0.782,0.065,0.0047,0.00067,51.35946,2.750248
Solea solea,Atlantic Ocean,North Sea,SOLEVIIe,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2008,cytb ,44,590,0.813,0.053,0.0031,0.00046,50.06916667,-4.999722222
Solea solea,Atlantic Ocean,North Sea,SOLENS,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2008,cytb ,27,590,0.84,0.059,0.0039,0.00075,51.376607,2.698063
Solea solea,Atlantic Ocean,North Sea,SOLENS,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2008,cytb ,57,590,0.751,0.06,0.0043,0.00062,51.03527778,1.033333333
Solea solea,Atlantic Ocean,North Sea,SOLENS,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2008,cytb ,23,590,0.806,0.079,0.0055,8.00E-04,51.03527778,1.033333333
Solea solea,Atlantic Ocean,Scheldt estuary,SOLENS,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2007,cytb ,30,590,0.871,0.051,0.0049,0.00077,51.376607,2.698063
Solea solea,Atlantic Ocean,Wadden Sea,SOLENS,Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239äóñ1253,2007,cytb ,48,590,0.795,0.056,0.0045,0.00062,52.08555556,4.085
Sprattus sprattus,Atlantic Ocean,Bay of Biscay,NA,Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,2006,control region ,30,530,0.984,NA,NA,NA,46.488554,-2.772617
Sprattus sprattus,Baltic Sea,Eastern Baltic ,SPRAT22-32,Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,2006,control region ,30,530,0.945,NA,NA,NA,55.07,18.44
Sprattus sprattus,Baltic-North Sea,North Sea,SPRATNS,Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,2005,control region ,30,530,0.989,NA,NA,NA,55.4,6.46
Sprattus sprattus,Black Sea,Black Sea (west),NA,Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,2006,control region ,30,530,0.92,NA,NA,NA,44.37,33.5
Sprattus sprattus,Denmark,NO,SPRATNS,Sprattus sprattus,European sprat,Debes et. al 2008 Molecular Ecology 17:3873-3888,2005,control region,30,530,0.989,0.002373464,0.0095,0.000967643,55.667,6.777
Sprattus sprattus,France,BI ,NA,Sprattus sprattus,European sprat,Debes et. al 2008 Molecular Ecology 17:3873-3888,2006,control region,30,530,0.984,0.002921187,0.0095,0.000967643,47.309,-3.267
Sprattus sprattus,France,LI,NA,Sprattus sprattus,European sprat,Debes et. al 2008 Molecular Ecology 17:3873-3888,2006,control region,30,530,0.894,0.008215838,0.0044,0.000511208,43.267,3.818
Sprattus sprattus,Italy,AD,NA,Sprattus sprattus,European sprat,Debes et. al 2008 Molecular Ecology 17:3873-3888,2005,control region,30,530,0.784,0.014240787,0.0089,0.000912871,45.603,13.563
Sprattus sprattus,Mediterranian Sea,Adriatic Sea,NA,Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,2005,control region ,30,530,0.784,NA,NA,NA,45.36,13.34
Sprattus sprattus,Mediterranian Sea,Bosporus,NA,Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,2006,control region ,30,530,0.954,NA,NA,NA,41.12,29.07
Sprattus sprattus,Mediterranian Sea,Gulf of Lion,NA,Sprattus sprattus,European sprat ,Limborg et al. 2012 Heredity 109:96-107,2006,control region ,30,530,0.894,NA,NA,NA,43.27,3.49
Sprattus sprattus,Poland,BA,SPRAT22-32,Sprattus sprattus,European sprat,Debes et. al 2008 Molecular Ecology 17:3873-3888,2006,control region,30,530,0.945,0.006024948,0.0094,0.000949386,55.083,18.747
Sprattus sprattus,Turkey,BO,NA,Sprattus sprattus,European sprat,Debes et. al 2008 Molecular Ecology 17:3873-3888,2006,control region,30,530,0.954,0.004929503,0.0147,0.001424079,41.201,29.119
Sprattus sprattus,Ukraine,BL,NA,Sprattus sprattus,European sprat,Debes et. al 2008 Molecular Ecology 17:3873-3888,2006,control region,30,530,0.92,0.006024948,0.0131,0.001296277,44.617,33.5
Thunnus albacares,Sri Lanka,KK,YFINEIO,Thunnus albacares,Yellowfin tuna,Dammannagoda et. al 2008 Fisheries Research 90:147-157,2002,ATPase 6 and 8,51,498,0.722,NA,0.002,NA,8.333333333,79.2
Thunnus albacares,Sri Lanka,KR,YFINEIO,Thunnus albacares,Yellowfin tuna,Dammannagoda et. al 2008 Fisheries Research 90:147-157,2001,ATPase 6 and 8,52,498,0.721,NA,0.002,NA,6.283333333,82.38333333
Thunnus albacares,Sri Lanka,MD,YFINEIO,Thunnus albacares,Yellowfin tuna,Dammannagoda et. al 2008 Fisheries Research 90:147-157,2003,ATPase 6 and 8,42,498,0.507,NA,0.001,NA,3.19,73.95
Thunnus albacares,Sri Lanka,NE,YFINEIO,Thunnus albacares,Yellowfin tuna,Dammannagoda et. al 2008 Fisheries Research 90:147-157,2003,ATPase 6 and 8,27,498,0.595,NA,0.002,NA,6.95,79.3
Thunnus albacares,Sri Lanka,TA,YFINEIO,Thunnus albacares,Yellowfin tuna,Dammannagoda et. al 2008 Fisheries Research 90:147-157,2003,ATPase 6 and 8,17,498,0.117,NA,0,NA,5.7,81.23333333
Thunnus albacares,Sri Lanka,TR,YFINEIO,Thunnus albacares,Yellowfin tuna,Dammannagoda et. al 2008 Fisheries Research 90:147-157,2004,ATPase 6 and 8,39,498,0.317,NA,0.001,NA,8.966666667,81.85
Thunnus albacares,Sri Lanka,WE,YFINEIO,Thunnus albacares,Yellowfin tuna,Dammannagoda et. al 2008 Fisheries Research 90:147-157,2003,ATPase 6 and 8,19,498,0.521,NA,0.002,NA,5.566666667,80.3
Trachurus murphyi,Chile,Iquique,CHTRACCH,Trachurus murphyi,Chilean jack mackerel,Cíçrdenas et al. 2009 Fisheries Research 100:109-115,2002,control region,30,772,0.36,NA,7.00E-04,NA,-19.90928,-70.32718
Trachurus murphyi,Chile,Talcahuano,CHTRACCH,Trachurus murphyi,Chilean jack mackerel,Cíçrdenas et al. 2009 Fisheries Research 100:109-115,2002,control region,35,772,0.22,NA,4.00E-04,NA,-38.94777778,-74.98138889
Trachurus murphyi,New Zealand,New Zealand,NA,Trachurus murphyi,Chilean jack mackerel,Cíçrdenas et al. 2009 Fisheries Research 100:109-115,2002,control region,26,772,0.15,NA,2.00E-04,NA,-36.98194444,178.1166667
Trachurus murphyi,Ocean,Open Ocean,NA,Trachurus murphyi,Chilean jack mackerel,Cíçrdenas et al. 2009 Fisheries Research 100:109-115,2006,control region,52,772,0.41,NA,7.00E-04,NA,-31.95,-90.96666667
Trachurus murphyi,Chile,San Antonio,CHTRACCH,Trachurus murphyi,Chilean jack mackerel,Cíçrdenas et al. 2009 Fisheries Research 100:109-115,2002,control region,30,772,0.51,NA,8.00E-04,NA,-32.824063,-71.914852
Xiphias gladius,Cuba,"Caribbean, NW Atlantic",SWORDNATL,Xiphias gladius,swordfish,"Bremer, Mejuto et al. 1999",,control region,16,330,NA,NA,0.02455,NA,18.313,-74.86638889
Xiphias gladius,France,GLO,SWORDIO,Xiphias gladius,Swordfish,Muths et. al 2009 Fisheries Research 97(3):263-269,2006,control region,105,517,0.997,NA,0.02,NA,-11,46
Xiphias gladius,France,RUN,SWORDIO,Xiphias gladius,Swordfish,Muths et. al 2009 Fisheries Research 97(3):263-269,2006,control region,65,517,0.997,NA,0.021,NA,-21,56
Xiphias gladius,Greece,"Ionian Sea, Mediterranean",SWORDMED,Xiphias gladius,swordfish,"Bremer, Mejuto et al. 1999",,control region,81,330,NA,NA,0.017917,NA,37.3,19
Xiphias gladius,Madagascar,Indian Ocean,SWORDIO,Xiphias gladius,swordfish,"Bremer, Mejuto et al. 1999",,control region,48,330,NA,NA,0.032221,NA,-20.797,80
Xiphias gladius,Madagascar,MADA,SWORDIO,Xiphias gladius,Swordfish,Muths et. al 2009 Fisheries Research 97(3):263-269,2006,control region,100,517,0.997,NA,0.019,NA,-31,43
Xiphias gladius,Nigeria,"Gulf of Guinea, South Atlantic",SWORDSATL,Xiphias gladius,swordfish,"Bremer, Mejuto et al. 1999",,control region,83,330,NA,NA,0.032048,NA,-1.95,-5.59
Xiphias gladius,Seychelles,SEY,SWORDIO,Xiphias gladius,Swordfish,Muths et. al 2009 Fisheries Research 97(3):263-269,2006,control region,67,517,0.996,NA,0.019,NA,-5,56
Xiphias gladius,Uruguay,"Brazil-Uruguay, South Atlantic",SWORDSATL,Xiphias gladius,swordfish,"Bremer, Mejuto et al. 1999",,control region,95,330,NA,NA,0.027678,NA,-33.431,-25
Xiphias gladius,USA,"Georges Banks, NW Atlantic",SWORDNATL,Xiphias gladius,swordfish,"Bremer, Mejuto et al. 1999",,control region,45,330,NA,NA,0.024745,NA,42.94,-66.94777778
Xiphias gladius,USA,"Hawaii, North Pacific",SWORDNPAC,Xiphias gladius,swordfish,"Bremer, Mejuto et al. 1999",,control region,29,330,NA,NA,0.029966,NA,21.596,-157